ID,T_RANDOM,MONTH,YEAR,CLOCK,TIME,P_REPORT,CCN,V_RACE,S_RACE,V_CHEM,S_CHEM,S_DMNOR1,S_DMNOR2,WEAPON,GUNS,P_ASSLT1,P_ASSLT2,P_CALMED,P_REFER,P_ADVISE,T_FINAL,REASON1,REASON2,REASON3,REASON4,R_RELATE
2351450132,2,7,82,2130,NA,1,NA,1,1,1,1,1,2,3,1,0,1,1,1,0,1,5,1,1,1,NA
2482020123,3,9,81,2215,20,1,173033,1,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,1
1871260132,2,5,81,1425,10,0,NA,2,2,0,1,2,1,3,1,0,1,1,0,1,2,1,1,1,1,2
2872610123,3,4,82,NA,5,0,NA,3,1,0,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,1
1752100132,2,4,81,245,60,0,NA,3,1,1,1,NA,NA,3,1,0,1,1,0,0,2,9,1,1,1,5
2731050122,2,2,82,110,30,0,NA,2,2,0,1,2,2,3,1,0,1,1,0,1,2,1,1,1,1,6
1782330111,1,4,81,2145,30,1,NA,1,1,0,0,2,2,7,1,0,1,9,9,9,1,1,1,1,1,6
1832100113,3,4,81,845,40,0,NA,2,2,0,0,2,2,3,1,0,1,9,9,9,1,9,1,1,1,5
2261130111,1,5,82,2030,15,1,78237,1,1,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
2261670211,1,7,82,2100,20,1,115126,1,1,1,1,1,1,7,1,0,1,9,9,9,1,1,1,1,1,NA
2682020123,3,2,82,2105,25,1,20511,1,2,0,0,1,1,7,1,0,1,9,9,9,3,1,1,1,1,5
2371270132,2,8,81,2200,60,1,145567,4,4,0,0,1,1,8,NA,0,1,1,1,1,2,1,1,1,1,1
62240111,1,3,81,150,25,1,45341,1,2,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
62100223,3,11,81,2130,20,0,NA,1,2,0,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,NA
2451340132,2,9,81,2205,20,1,NA,2,2,0,0,2,2,3,1,0,1,1,0,0,2,1,1,1,1,2
1822110111,1,4,81,2400,10,1,NA,3,3,0,1,1,2,3,1,0,1,9,9,9,1,1,1,1,1,1
1731190132,2,4,81,1025,40,1,NA,1,1,1,1,2,1,3,1,0,1,1,0,1,2,1,1,1,1,2
3042690123,3,7,82,1410,20,0,NA,1,1,0,0,2,1,7,1,0,1,9,9,9,2,3,1,1,1,6
1922090113,3,6,81,2330,NA,1,NA,1,1,0,0,2,NA,3,1,0,1,9,9,9,1,NA,NA,NA,NA,4
3082090111,1,10,81,1950,20,1,NA,1,1,0,1,2,NA,3,1,0,1,9,9,9,1,1,1,1,1,5
2662240123,3,1,82,2200,20,1,NA,1,1,0,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,2
2281260111,1,7,82,225,15,1,108061,3,3,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
2362400123,3,8,82,2140,25,0,NA,5,5,1,0,1,1,3,1,0,1,9,9,9,4,9,1,1,1,NA
1172030133,3,12,81,830,15,0,NA,3,3,1,1,1,1,3,NA,0,1,9,9,9,3,1,1,1,1,NA
1801330133,3,4,81,120,10,1,NA,1,1,0,1,NA,NA,3,1,0,1,9,9,9,2,NA,NA,NA,NA,NA
2202050111,1,6,82,1515,15,1,NA,1,1,0,1,1,2,4,1,0,1,9,9,9,1,1,1,1,1,NA
2672240132,2,1,82,2300,15,1,3494,1,1,0,1,1,1,3,1,0,1,1,0,0,2,1,1,1,1,6
2531200111,1,10,81,5,NA,1,197262,3,1,1,1,2,1,3,3,0,1,9,9,9,1,1,1,1,1,1
1502420232,2,1,82,500,NA,1,9249,1,1,1,0,2,1,3,1,0,1,1,1,1,2,1,1,1,1,NA
2512080132,2,10,81,1120,25,0,185624,2,2,0,0,1,1,7,1,1,NA,1,1,0,3,NA,NA,NA,NA,1
2062400132,2,4,82,545,25,0,NA,1,2,1,0,1,1,3,NA,0,1,1,1,0,2,1,1,1,1,NA
2981130133,3,5,82,1715,10,0,NA,3,3,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,5
2691130111,1,2,82,1600,NA,1,25894,1,3,0,0,1,1,4,1,0,1,9,9,9,1,1,1,1,1,5
2431050112,2,9,81,405,20,1,NA,2,2,1,1,2,1,7,2,0,1,1,0,0,1,7,1,1,1,6
2652290143,3,1,82,30,NA,1,2085,1,2,0,0,NA,NA,4,1,0,1,9,9,9,4,9,1,1,1,2
2441130111,1,9,81,1300,20,1,NA,2,2,0,0,2,2,3,1,0,1,9,9,9,1,1,1,1,1,5
301130133,3,5,81,150,15,0,NA,2,2,1,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1791260132,2,4,81,2230,15,0,NA,1,1,0,1,1,1,3,3,0,1,1,0,0,2,1,1,1,1,NA
2101620111,1,4,82,400,20,1,61234,2,2,0,0,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
2822680143,3,3,82,2245,NA,0,NA,1,1,0,1,2,1,3,1,0,1,9,9,9,4,9,1,1,1,6
2971480142,2,5,82,1820,20,0,NA,1,2,1,1,1,1,NA,1,0,1,1,0,0,4,9,1,1,1,2
1682020111,1,3,81,150,14,1,NA,2,2,0,1,1,2,3,1,0,1,9,9,9,1,1,1,1,1,1
2582280132,2,12,81,100,20,0,228971,3,1,1,0,1,1,3,1,0,1,1,0,0,2,1,1,1,1,1
2382290111,1,8,81,2130,NA,1,147487,5,3,1,1,2,2,5,NA,1,2,9,9,9,1,4,7,1,1,1
2081620132,2,4,82,500,10,0,NA,2,2,0,0,2,2,3,1,0,1,1,0,0,2,1,1,1,1,NA
1911200123,3,6,81,1015,15,0,NA,1,5,0,0,1,1,3,1,0,1,9,9,9,3,1,1,1,1,6
1981260111,1,7,81,100,NA,1,NA,3,3,1,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,2
3052180123,3,7,82,200,60,1,119712,1,1,1,1,1,1,3,NA,0,1,9,9,9,2,9,1,1,1,2
1152210112,2,3,81,1955,30,1,NA,1,1,0,1,1,1,3,1,0,1,1,1,0,1,5,1,1,1,NA
1941180122,2,6,81,2000,25,1,109394,2,2,0,1,1,1,3,1,0,1,1,0,0,1,2,1,1,1,2
1722280111,1,3,81,2300,20,1,49061,2,2,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,5
2841410123,3,4,82,1130,15,0,NA,2,2,0,0,2,2,3,1,0,1,9,9,9,4,9,1,1,1,1
2332400113,3,7,82,150,30,1,119952,2,2,0,0,2,2,3,NA,0,1,9,9,9,1,9,1,1,1,NA
1961260111,1,6,81,630,15,1,NA,1,2,1,1,2,2,7,1,0,1,9,9,9,1,1,1,1,1,2
3102400123,3,8,82,1720,25,0,NA,1,1,0,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,5
2052680111,1,4,82,2105,NA,1,NA,1,1,0,1,2,2,3,NA,1,3,9,9,9,1,1,1,1,1,NA
1702150132,2,3,81,1705,20,0,NA,1,1,0,0,1,1,4,1,0,1,1,1,0,2,1,1,1,1,1
1702080223,3,2,82,140,NA,0,NA,1,1,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,1
1931140123,3,6,81,2055,15,0,NA,1,1,1,1,2,1,3,3,0,1,9,9,9,3,1,1,1,1,1
1192240222,2,3,82,30,37,1,NA,3,3,1,1,1,1,3,1,0,1,1,1,1,2,1,1,1,1,NA
2182400111,1,6,82,1330,20,1,NA,1,2,0,0,2,1,3,1,0,1,9,9,9,1,1,1,1,1,NA
2232030122,2,2,82,1945,20,0,NA,1,3,1,0,1,1,4,NA,0,1,1,1,0,2,1,1,1,1,NA
2761200143,3,3,82,600,25,0,32598,2,2,1,1,1,NA,3,1,0,1,9,9,9,4,9,1,1,1,1
2311450113,3,7,82,2215,5,1,NA,1,1,0,1,2,2,3,1,0,1,9,9,9,1,9,1,1,1,NA
2011130132,2,8,81,1930,20,0,NA,1,1,0,1,1,1,4,1,0,1,1,0,0,2,1,1,1,1,1
11340211,1,10,81,1935,15,1,NA,1,1,0,1,2,2,3,1,0,1,9,9,9,1,1,1,1,1,NA
11200311,1,11,81,2015,15,1,81216328,1,1,1,0,1,1,3,1,0,1,9,9,9,1,8,1,1,1,NA
2702110143,3,2,82,2130,12,0,27567,1,3,0,1,2,1,3,1,0,1,9,9,9,4,9,1,1,1,1
1982030123,3,7,81,0,50,0,NA,2,2,0,0,2,1,3,NA,0,1,9,9,9,3,1,1,1,1,1
1771200132,2,4,81,5,NA,0,58777,1,1,0,1,2,2,3,1,0,1,1,0,0,2,1,1,1,1,5
2322100122,2,4,82,230,35,1,NA,1,1,0,1,1,1,3,1,0,1,1,0,1,2,1,1,1,1,NA
2712550123,3,2,82,45,20,1,27158,3,3,1,1,1,1,7,1,0,1,9,9,9,3,1,1,1,1,5
2712550221,1,3,82,1929,113,1,NA,3,3,1,0,1,1,3,1,0,1,9,9,9,4,9,1,1,1,5
2712170311,1,3,82,15,10,1,NA,3,3,1,1,2,1,3,1,0,1,9,9,9,1,1,1,1,1,5
2021130132,2,8,81,1410,15,0,NA,1,1,0,1,1,1,4,1,0,1,1,1,0,2,1,1,1,1,6
2722240111,1,2,82,1950,20,1,28575,2,2,0,0,1,1,3,1,0,1,9,9,9,1,1,1,1,1,6
701180122,2,7,81,2100,10,0,NA,2,2,1,1,2,2,3,1,0,1,1,0,0,3,NA,NA,NA,NA,NA
701200332,2,11,81,2000,15,0,NA,2,2,1,1,2,1,3,1,0,1,1,0,0,2,1,1,1,1,NA
3091260123,3,6,81,1200,15,0,NA,1,2,0,0,2,1,3,1,0,1,9,9,9,3,1,1,1,1,2
2421260111,1,8,81,2140,15,1,160187,1,1,0,0,1,1,3,1,0,1,9,9,9,1,1,1,1,1,2
2562290143,3,11,81,2000,NA,1,217745,1,2,1,1,2,1,3,1,0,1,9,9,9,3,1,1,1,1,1
1691260132,2,3,81,945,15,0,NA,1,1,0,0,1,1,3,1,0,1,0,0,0,2,1,1,1,1,6
1661200111,1,3,81,850,20,1,36180,3,1,0,0,2,1,3,1,0,1,9,9,9,1,1,1,1,1,5
1711330111,1,3,81,2030,20,1,NA,1,NA,0,1,2,NA,3,1,0,1,9,9,9,1,1,1,1,1,5
2961620123,3,5,82,1645,20,1,70424,2,2,0,1,2,2,3,1,0,1,9,9,9,3,1,1,1,1,5
3002690123,3,6,82,1800,20,1,99613,2,2,1,1,1,1,5,1,0,1,9,9,9,3,1,1,1,1,2
2852100112,2,4,82,2100,35,1,NA,1,1,0,0,2,NA,3,1,0,1,1,0,1,1,5,9,1,1,6
2072170123,3,5,82,1900,15,0,NA,1,1,1,0,1,1,5,1,0,1,9,9,9,4,9,1,1,1,NA
1851330132,2,5,81,50,20,0,NA,2,2,0,1,2,1,3,1,0,1,1,1,0,2,1,1,1,1,NA
2272690123,3,6,82,1600,20,0,NA,1,3,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
2441050123,3,9,81,1510,60,0,NA,2,2,0,0,1,1,5,1,0,1,9,9,9,3,1,1,1,1,2
2112400123,3,4,82,420,20,0,NA,3,3,1,1,2,2,3,NA,0,1,9,9,9,3,1,1,1,1,NA
1972020123,3,7,81,100,25,0,NA,3,1,0,1,2,2,4,1,0,1,9,9,9,3,1,1,1,1,2
2002170111,1,8,81,1850,20,1,NA,1,1,NA,1,1,1,3,1,0,1,9,9,9,1,2,9,1,1,6
2042210123,3,4,82,1300,10,1,NA,3,3,1,1,1,1,3,1,0,1,9,9,9,3,1,1,1,1,NA
1811200123,3,4,81,2300,20,0,NA,2,2,0,0,2,1,3,1,0,1,9,9,9,3,1,1,1,1,2
2912450132,2,4,82,210,NA,0,NA,1,1,0,0,1,2,3,1,0,1,1,1,0,2,1,1,1,1,6
2831450111,1,4,82,2135,NA,1,NA,2,2,0,1,1,2,6,3,0,1,9,9,9,1,7,1,1,1,2
2881130122,2,4,82,2315,NA,0,NA,1,1,0,0,1,1,3,1,0,1,0,0,0,2,1,1,1,1,1
512170211,1,5,81,50,10,1,NA,1,1,0,1,1,1,3,1,0,1,9,9,9,1,1,1,1,1,4
411130113,3,5,81,1750,10,0,NA,1,1,0,0,2,2,3,1,0,1,9,9,9,3,1,1,1,1,5
